ID,질문 번호,질문 유형,질문 내용,응답 내용,질문 키워드,카테고리,감성,질문 카테고리
R244,Q12,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 신뢰가 가는 경우","실제 사용자의 생생한 후기, 전문가가 등장할 때",SNS 건강기능식품 콘텐츠 신뢰 요인,실제 후기,긍정,sns콘텐츠 호감 요인
R244,Q12,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 신뢰가 가는 경우","실제 사용자의 생생한 후기, 전문가가 등장할 때",SNS 건강기능식품 콘텐츠 신뢰 요인,전문가 추천,긍정,sns콘텐츠 호감 요인
R245,Q12,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 신뢰가 가는 경우",SNS광고는 불신,SNS 건강기능식품 콘텐츠 신뢰 요인,기타,중립,sns콘텐츠 호감 요인
R246,Q12,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 신뢰가 가는 경우",내가 직접 체험하기 전까지는 SNS 광고는 잘 안믿음,SNS 건강기능식품 콘텐츠 신뢰 요인,기타,중립,sns콘텐츠 호감 요인
R247,Q12,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 신뢰가 가는 경우",대표가 설립자가 직접 나와 진정성 있는 이야기를 할 때,SNS 건강기능식품 콘텐츠 신뢰 요인,솔직광고,긍정,sns콘텐츠 호감 요인
R248,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우",짧은 기간 안에 효과가 확실하다고 강조할 때,SNS 건강기능식품 콘텐츠 불신 요인,과대광고,부정,sns콘텐츠 장벽 요인
R249,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우",짧은 기간 안에 효과가 있다와 같은 과장 광고,SNS 건강기능식품 콘텐츠 불신 요인,과대광고,부정,sns콘텐츠 장벽 요인
R250,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우","연예인이 중심이 되는 광고, 장점만 말하는 광고",SNS 건강기능식품 콘텐츠 불신 요인,과대광고,부정,sns콘텐츠 장벽 요인
R251,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우",제품 이미지와 효과만 강조하는 일방적 메세지일 때,SNS 건강기능식품 콘텐츠 불신 요인,일방적 광고,부정,sns콘텐츠 장벽 요인
R252,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우","공동구매, 바이럴 과다, 과장 광고, 한정 세일 강조",SNS 건강기능식품 콘텐츠 불신 요인,과대 광고,부정,sns콘텐츠 장벽 요인
R252,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우","공동구매, 바이럴 과다, 과장 광고, 한정 세일 강조",SNS 건강기능식품 콘텐츠 불신 요인,세일 강조,부정,sns콘텐츠 장벽 요인
R253,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우","과장 광고, 여기저기서 같은 내용의 콘텐츠가 반복될 때",SNS 건강기능식품 콘텐츠 불신 요인,과대 광고,부정,sns콘텐츠 장벽 요인
R254,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우",양산형 멘트,SNS 건강기능식품 콘텐츠 불신 요인,양산형 광고,부정,sns콘텐츠 장벽 요인
R255,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우",홍보 목적의 광고일 때,SNS 건강기능식품 콘텐츠 불신 요인,일방적 광고,부정,sns콘텐츠 장벽 요인
R256,Q13,FGI,"SNS에서 본 건강식품 콘텐츠 중에서, 의심이 드는 경우","과장 광고, 전후 효과 조작한 거 티날 때",SNS 건강기능식품 콘텐츠 불신 요인,과대 광고,부정,sns콘텐츠 장벽 요인
R257,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,"동물복지를 생각하거나, 환경을 생각하는 메세지 있을 때. 가치소비 하는 편",브랜드 스토리텔링 영향,동물 복지,긍정,기타
R258,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,"수익 일부를 기부하거나, 동물복지를 생각하는 브랜드는 가치 있게 느낌",브랜드 스토리텔링 영향,동물 복지,긍정,기타
R259,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,스토리텔링에 영향을 안 받음. 스스로 조사한 정보에 더 신뢰를 얻음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R260,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,스토리텔링에 영향을 안 받음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R261,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,식품에는 브랜드 스토리텔링에 영향을 안 받음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R262,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,영향을 안 받음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R263,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,철학성 슬로건이 눈길은 끌지만 구매로는 잘 이어지지 않음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R264,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,무의식에 영향을 받긴 할 듯,브랜드 스토리텔링 영향,기타,중립,기타
R265,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,한살림과 같은 기업. 지구 보호와 소비자 생각하는 진정성 느껴져서 충성심 생김,브랜드 스토리텔링 영향,충성심,긍정,기타
R266,Q14,FGI,브랜드의 스토리텔링이 제품 선택에 영향을 준 적이 있나요?,영향을 안 받음,브랜드 스토리텔링 영향,영향 안 받음,중립,기타
R267,Q15,FGI,녹용의 이미지는?,"한의원, 한약재",녹용 이미지,한방,중립,녹용 이미지
R268,Q15,FGI,녹용의 이미지는?,부모님이 아프실 때 드셨던 이미지,녹용 이미지,어르신,중립,녹용 이미지
R269,Q15,FGI,녹용의 이미지는?,어르신용 고급 약재,녹용 이미지,어르신,중립,녹용 이미지
R269,Q15,FGI,녹용의 이미지는?,어르신용 고급 약재,녹용 이미지,고급 식품,중립,녹용 이미지
R270,Q15,FGI,녹용의 이미지는?,"뿔, 고급 건강식품",녹용 이미지,뿔,중립,녹용 이미지
R270,Q15,FGI,녹용의 이미지는?,"뿔, 고급 건강식품",녹용 이미지,고급 식품,중립,녹용 이미지
R271,Q15,FGI,녹용의 이미지는?,"한의원, 어르신용 건강식품",녹용 이미지,한방,중립,녹용 이미지
R271,Q15,FGI,녹용의 이미지는?,"한의원, 어르신용 건강식품",녹용 이미지,어르신,중립,녹용 이미지
R272,Q15,FGI,녹용의 이미지는?,사슴뿔,녹용 이미지,뿔,중립,녹용 이미지
R272,Q15,FGI,녹용의 이미지는?,사슴뿔,녹용 이미지,고급 식품,중립,녹용 이미지
R273,Q15,FGI,녹용의 이미지는?,"맛있음, 심리적으로 회복되는 느낌, 수험생 시절 부모님에게 선물 받아 심리적 위로의 이미지가 강함",녹용 이미지,심리적 위로,긍정,녹용 이미지
R274,Q15,FGI,녹용의 이미지는?,부모님이 주셨던 기억,녹용 이미지,부모님 추천,중립,녹용 이미지
R275,Q15,FGI,녹용의 이미지는?,부모님이 주셨던 기억,녹용 이미지,부모님 추천,중립,녹용 이미지
R276,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"효능 정보 부족, 어르신용이라는 이미지",녹용 구매장벽,정보 부족,부정,녹용 장벽 요인
R276,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"효능 정보 부족, 어르신용이라는 이미지",녹용 구매장벽,어르신,부정,녹용 장벽 요인
R277,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,일상적으로 챙겨먹는 이미지가 아님,녹용 구매장벽,접근성 부족,부정,녹용 장벽 요인
R278,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"비싸고 흔하지 않은 제품 이미지, 몸에 잘 맞는지 확신이 없음",녹용 구매장벽,가격 장벽,부정,녹용 장벽 요인
R278,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"비싸고 흔하지 않은 제품 이미지, 몸에 잘 맞는지 확신이 없음",녹용 구매장벽,효능 불확실,부정,녹용 장벽 요인
R279,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"제품 정보 부족, 효능 및 가격에 대한 정보 부재, 다른 대체 건강식품의 인지도 우위",녹용 구매장벽,정보 부족,부정,녹용 장벽 요인
R279,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"제품 정보 부족, 효능 및 가격에 대한 정보 부재, 다른 대체 건강식품의 인지도 우위",녹용 구매장벽,가격 장벽,부정,녹용 장벽 요인
R279,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"제품 정보 부족, 효능 및 가격에 대한 정보 부재, 다른 대체 건강식품의 인지도 우위",녹용 구매장벽,효능 불확실,부정,녹용 장벽 요인
R279,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"제품 정보 부족, 효능 및 가격에 대한 정보 부재, 다른 대체 건강식품의 인지도 우위",녹용 구매장벽,대체식품,부정,녹용 장벽 요인
R280,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"정보 부족, 효능에 대한 불신, 한방 이미지의 거리감",녹용 구매장벽,정보 부족,부정,녹용 장벽 요인
R280,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"정보 부족, 효능에 대한 불신, 한방 이미지의 거리감",녹용 구매장벽,효능 불확실,부정,녹용 장벽 요인
R280,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"정보 부족, 효능에 대한 불신, 한방 이미지의 거리감",녹용 구매장벽,어르신,부정,녹용 장벽 요인
R281,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"필요성을 못 느낌, 정보 부재, 더 저렴한 대체품이 많음",녹용 구매장벽,필요성 부족,부정,녹용 장벽 요인
R281,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"필요성을 못 느낌, 정보 부재, 더 저렴한 대체품이 많음",녹용 구매장벽,정보 부족,부정,녹용 장벽 요인
R281,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,"필요성을 못 느낌, 정보 부재, 더 저렴한 대체품이 많음",녹용 구매장벽,대체섹품,부정,녹용 장벽 요인
R282,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,필요성을 못 느낌,녹용 구매장벽,필요성 부족,부정,녹용 장벽 요인
R283,Q16,FGI,녹용 제품을 구매하거나 섭취할 생각이 들지 않았던 이유는?,부작용,녹용 구매장벽,효능 불확실,부정,녹용 장벽 요인
R284,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"한방 재료라 익숙치 않음, 부담스러운 가격대, 고급스러운 패키징에 장벽을 느낌",녹용 MZ이미지 장벽 요인,어르신,부정,녹용 장벽 요인
R284,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"한방 재료라 익숙치 않음, 부담스러운 가격대, 고급스러운 패키징에 장벽을 느낌",녹용 MZ이미지 장벽 요인,가격 장벽,부정,녹용 장벽 요인
R284,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"한방 재료라 익숙치 않음, 부담스러운 가격대, 고급스러운 패키징에 장벽을 느낌",녹용 MZ이미지 장벽 요인,전통적 패키징,부정,녹용 장벽 요인
R285,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"패키지 디자인이 전통적, 제품명이 어렵거나 맛이 전통적이면 어르신용 이미지 강해짐",녹용 MZ이미지 장벽 요인,어르신,부정,녹용 장벽 요인
R286,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,접근성이 낮음. 생소한 단어,녹용 MZ이미지 장벽 요인,접근성 부족,부정,녹용 장벽 요인
R287,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"구매 경로와 정보 부족으로 접근성 낮음, 고가 이미지, 트렌디하지 않은 패키징",녹용 MZ이미지 장벽 요인,구매처 부족,중립,녹용 장벽 요인
R287,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"구매 경로와 정보 부족으로 접근성 낮음, 고가 이미지, 트렌디하지 않은 패키징",녹용 MZ이미지 장벽 요인,정보 부족,중립,녹용 장벽 요인
R287,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"구매 경로와 정보 부족으로 접근성 낮음, 고가 이미지, 트렌디하지 않은 패키징",녹용 MZ이미지 장벽 요인,가격 장벽,중립,녹용 장벽 요인
R287,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"구매 경로와 정보 부족으로 접근성 낮음, 고가 이미지, 트렌디하지 않은 패키징",녹용 MZ이미지 장벽 요인,전통적 패키징,중립,녹용 장벽 요인
R288,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"효능을 인지하기 어려움, 주변에 소비자가 없음, 인지도가 낮음, 비쌈",녹용 MZ이미지 장벽 요인,효능 불확실,부정,녹용 장벽 요인
R288,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"효능을 인지하기 어려움, 주변에 소비자가 없음, 인지도가 낮음, 비쌈",녹용 MZ이미지 장벽 요인,접근성 부족,부정,녹용 장벽 요인
R288,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"효능을 인지하기 어려움, 주변에 소비자가 없음, 인지도가 낮음, 비쌈",녹용 MZ이미지 장벽 요인,가격 장벽,부정,녹용 장벽 요인
R289,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"접근성이 낮음, 콘텐츠 자체의 부재",녹용 MZ이미지 장벽 요인,접근성 부족,부정,녹용 장벽 요인
R290,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"제품명 자체가 어려움, 전통적인 패키지, 정보 부재. 가격, 구매 접점의 부재",녹용 MZ이미지 장벽 요인,가격 장벽,부정,녹용 장벽 요인
R291,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"젊은 세대의 한방의학에 대한 불신, 검증 안된 효능",녹용 MZ이미지 장벽 요인,효능 불확실,부정,녹용 장벽 요인
R292,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"비타민이나 기타 합성 원료 영양제의 선두로, 자연원료를 통해 건강 지키려는 문화가 부족. 가격 접근성이 낮음",녹용 MZ이미지 장벽 요인,가격 장벽,부정,녹용 장벽 요인
R293,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"맛, 효능에 대한 불확실성",녹용 MZ이미지 장벽 요인,효능 불확실,부정,녹용 장벽 요인
R293,Q17,FGI,녹용이 젊은 세대에게 어울리지 않는 이유는?,"맛, 효능에 대한 불확실성",녹용 MZ이미지 장벽 요인,맛 없음,부정,녹용 장벽 요인
R294,Q18,FGI,녹용 제품에 필요한 변화는?,"맛있고, 먹기 편해야 함, 밝고 유쾌한 이미지의 콘텐츠",녹용 개선 방안,간편한 제형,긍정,녹용 장벽 요인
R294,Q18,FGI,녹용 제품에 필요한 변화는?,"맛있고, 먹기 편해야 함, 밝고 유쾌한 이미지의 콘텐츠",녹용 개선 방안,트렌디함,긍정,녹용 장벽 요인
R295,Q18,FGI,녹용 제품에 필요한 변화는?,"트렌디한 디자인, 스틱형 같은 간편한 섭취 방식, '이너뷰티', '데일리 루틴'처럼 라이트한 메세지 전달",녹용 개선 방안,트렌디함,긍정,녹용 장벽 요인
R295,Q18,FGI,녹용 제품에 필요한 변화는?,"트렌디한 디자인, 스틱형 같은 간편한 섭취 방식, '이너뷰티', '데일리 루틴'처럼 라이트한 메세지 전달",녹용 개선 방안,간편한 제형,긍정,녹용 장벽 요인
R295,Q18,FGI,녹용 제품에 필요한 변화는?,"트렌디한 디자인, 스틱형 같은 간편한 섭취 방식, '이너뷰티', '데일리 루틴'처럼 라이트한 메세지 전달",녹용 개선 방안,루틴 메세지,긍정,녹용 장벽 요인
R296,Q18,FGI,녹용 제품에 필요한 변화는?,인지도를 높이는 광고 필요. 제품 노출이 너무 없어서 제품 자체에 관심을 가질 기회조차 없음,녹용 개선 방안,접근성 부족,부정,녹용 장벽 요인
R297,Q18,FGI,녹용 제품에 필요한 변화는?,"편의점/쿠팡 등 접근성 높은 구매처에 입점, SNS 기반으로 정보 노출량 증가, 캐쥬얼한 패키지와 제형(스틱형)",녹용 개선 방안,구매처 부족,부정,녹용 장벽 요인
R297,Q18,FGI,녹용 제품에 필요한 변화는?,"편의점/쿠팡 등 접근성 높은 구매처에 입점, SNS 기반으로 정보 노출량 증가, 캐쥬얼한 패키지와 제형(스틱형)",녹용 개선 방안,접근성 부족,부정,녹용 장벽 요인
R297,Q18,FGI,녹용 제품에 필요한 변화는?,"편의점/쿠팡 등 접근성 높은 구매처에 입점, SNS 기반으로 정보 노출량 증가, 캐쥬얼한 패키지와 제형(스틱형)",녹용 개선 방안,트렌디함,긍정,녹용 장벽 요인
R298,Q18,FGI,녹용 제품에 필요한 변화는?,제품 접근성을 높이고 흥미를 자극하는 콘텐츠 필요,녹용 개선 방안,접근성 부족,부정,녹용 장벽 요인
R299,Q18,FGI,녹용 제품에 필요한 변화는?,콘텐츠 자체의 부재로 관련 콘텐츠를 통해 정보 부재를 해결할 필요,녹용 개선 방안,접근성 부족,부정,녹용 장벽 요인
R299,Q18,FGI,녹용 제품에 필요한 변화는?,콘텐츠 자체의 부재로 관련 콘텐츠를 통해 정보 부재를 해결할 필요,녹용 개선 방안,정보 부족,부정,녹용 장벽 요인
R300,Q18,FGI,녹용 제품에 필요한 변화는?,편리한 복용 방식과 위생성 강조,녹용 개선 방안,간편한 제형,긍정,녹용 장벽 요인
R301,Q18,FGI,녹용 제품에 필요한 변화는?,"효능 정보에 대한 정확성 필요, 하나의 제품에 많은 성분이 있다는 것에 대한 불신",녹용 개선 방안,효능 불확실,부정,녹용 장벽 요인
R302,Q18,FGI,녹용 제품에 필요한 변화는?,"원료, 가공 방식, 동물 복지에 대한 신뢰성 강조, 이너뷰티 트렌드에 탑승",녹용 개선 방안,브랜드 신뢰도,긍정,녹용 장벽 요인
R303,Q18,FGI,녹용 제품에 필요한 변화는?,"녹용의 효능, 복용 방법 등의 정보 전달",녹용 개선 방안,효능 불확실,부정,녹용 장벽 요인
R303,Q18,FGI,녹용 제품에 필요한 변화는?,"녹용의 효능, 복용 방법 등의 정보 전달",녹용 개선 방안,정보 부족,부정,녹용 장벽 요인
R304,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,제품 광고 콘텐츠에는 아예 반응 안함,SNS 건강기능식품 콘텐츠 흥미 요인,기타,중립,sns콘텐츠 호감 유형
R305,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,좋아하는 연예인 나올 때,SNS 건강기능식품 콘텐츠 흥미 요인,연예인,긍정,sns콘텐츠 호감 유형
R306,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,내가 정보가 필요할 때만 봄,SNS 건강기능식품 콘텐츠 흥미 요인,정보형,중립,sns콘텐츠 호감 유형
R307,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,"나에게 필요한 정보(기능, 증상 관련)가 명확히 제시될 때, 몰랐던 새로운 정보가 제공될 때",SNS 건강기능식품 콘텐츠 흥미 요인,정보형,긍정,sns콘텐츠 호감 유형
R308,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,"제품 자체 보다는 감성(뷰티, 트렌디한 장소 등)에 반응",SNS 건강기능식품 콘텐츠 흥미 요인,감성형,긍정,sns콘텐츠 호감 유형
R309,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,"가격 할인 정보, 나에게 해당되는 효과가 강조된 경우,구체적인 효능",SNS 건강기능식품 콘텐츠 흥미 요인,이벤트형,긍정,sns콘텐츠 호감 유형
R309,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,"가격 할인 정보, 나에게 해당되는 효과가 강조된 경우,구체적인 효능",SNS 건강기능식품 콘텐츠 흥미 요인,정보형,긍정,sns콘텐츠 호감 유형
R310,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,깔끔하고 정보 전달이 확실한 광고,SNS 건강기능식품 콘텐츠 흥미 요인,정보형,긍정,sns콘텐츠 호감 유형
R311,Q19,FGI,건강기능식품 SNS 콘텐츠를 보고 흥미가 생기게 만드는 요인은?,색다른 복용방법,SNS 건강기능식품 콘텐츠 흥미 요인,정보형,긍정,sns콘텐츠 호감 유형
R312,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",재미있는 상황극,녹용 콘텐츠 호감요인,재미형,긍정,sns콘텐츠 호감 유형
R313,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",일상에 자연스럽게 제품이 녹아있을 때,녹용 콘텐츠 호감요인,일상형,긍정,sns콘텐츠 호감 유형
R314,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",진정성 있는 정보 중심 콘텐츠,녹용 콘텐츠 호감요인,정보형,긍정,sns콘텐츠 호감 유형
R315,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",초반에 핵심 메세지를 제시. 실제 사용자 후기 중심의 구성,녹용 콘텐츠 호감요인,후기형,긍정,sns콘텐츠 호감 유형
R316,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",재미 요소가 중심이거나 귀여운 캐릭터가 중심일 때,녹용 콘텐츠 호감요인,재미형,긍정,sns콘텐츠 호감 유형
R316,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",재미 요소가 중심이거나 귀여운 캐릭터가 중심일 때,녹용 콘텐츠 호감요인,캐릭터형,긍정,sns콘텐츠 호감 유형
R317,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?","패키지보다 내용물을 강조, 실제 사용 방식 보여주는 생활 밀착형 콘텐츠",녹용 콘텐츠 호감요인,일상형,긍정,sns콘텐츠 호감 유형
R318,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",짧고 강렬하게 재미를 추구하는 콘텐츠,녹용 콘텐츠 호감요인,재미형,긍정,sns콘텐츠 호감 유형
R319,Q20,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이어야 호감이 가나요?",설득력 있는 내용이나 신박한 경험,녹용 콘텐츠 호감요인,재미형,긍정,sns콘텐츠 호감 유형
R320,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?",대놓고 제품만 보여주는 피드형 광고,녹용 콘텐츠 거부요인,양산형 광고,부정,sns콘텐츠 장벽 유형
R321,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?",제품이 제목에 바로 나오는 콘텐츠는 바로 넘김,녹용 콘텐츠 거부요인,정보형,부정,sns콘텐츠 장벽 유형
R322,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?",연예인이 중심이 되는 광고,녹용 콘텐츠 거부요인,연예인,부정,sns콘텐츠 장벽 유형
R323,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?","가격 강조, 뻔한 광고 문구 반복할 때, 과장 광고",녹용 콘텐츠 거부요인,양산형 광고,부정,sns콘텐츠 장벽 유형
R323,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?","가격 강조, 뻔한 광고 문구 반복할 때, 과장 광고",녹용 콘텐츠 거부요인,과대광고,부정,sns콘텐츠 장벽 유형
R324,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?",과도한 바이럴,녹용 콘텐츠 거부요인,양산형 광고,부정,sns콘텐츠 장벽 유형
R325,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?","한번에 많은 정보가 쏟아질 때, 증명되지 않은 수치화 자료",녹용 콘텐츠 거부요인,정보형,부정,sns콘텐츠 장벽 유형
R326,Q21,FGI,"녹용 제품을 콘텐츠로 만들었을 때, 어떤 스타일이 거부감이 드나요?",거짓 효과,녹용 콘텐츠 거부요인,과대광고,부정,sns콘텐츠 장벽 유형
R327,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"해당 효능이 정말 필요할 때, 효능 효과에 대한 정보 파악이 된 후에",녹용 구매요인,필요 효능,긍정,건기식 호감 요인
R327,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"해당 효능이 정말 필요할 때, 효능 효과에 대한 정보 파악이 된 후에",녹용 구매요인,검증된 효과,긍정,건기식 호감 요인
R328,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"실제 후기, 전문가 추천, 내돈내산 인증이 있을 때",녹용 구매요인,실제 후기,긍정,건기식 호감 요인
R328,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"실제 후기, 전문가 추천, 내돈내산 인증이 있을 때",녹용 구매요인,전문가 추천,긍정,건기식 호감 요인
R329,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"실제 복용 후기, SNS 리뷰",녹용 구매요인,실제 후기,긍정,건기식 호감 요인
R330,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내돈내산으로 효과 봤다는 후기, 타브랜드와 비교해 메리트 있는 성분/효능 정보",녹용 구매요인,검증된 효과,긍정,건기식 호감 요인
R330,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내돈내산으로 효과 봤다는 후기, 타브랜드와 비교해 메리트 있는 성분/효능 정보",녹용 구매요인,필요 효능,긍정,건기식 호감 요인
R330,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"내돈내산으로 효과 봤다는 후기, 타브랜드와 비교해 메리트 있는 성분/효능 정보",녹용 구매요인,유효 성분,긍정,건기식 호감 요인
R331,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"휴대성, 맛, 트렌디한 디자인, 후기, 효능에 대한 정보",녹용 구매요인,간편한 제형,긍정,건기식 호감 요인
R331,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"휴대성, 맛, 트렌디한 디자인, 후기, 효능에 대한 정보",녹용 구매요인,트렌디함,긍정,건기식 호감 요인
R331,Q22,FGI,녹용 제품에 어떤 추가 정보가 있어야 구매를 고려하실 것 같나요?,"휴대성, 맛, 트렌디한 디자인, 후기, 효능에 대한 정보",녹용 구매요인,실제 후기,긍정,건기식 호감 요인
